sym,date,close,score,qual
SLB,29/08/2025,36.84,0,False
SLB,05/09/2025,35.82,0,False
SLB,12/09/2025,35.57,0,False
SLB,19/09/2025,34.43,0,False
SLB,26/09/2025,35.52,0,False
SLB,03/10/2025,34.26,0,False
SLB,10/10/2025,31.72,0,False
SLB,17/10/2025,32.63,0,False
SLB,24/10/2025,35.83,0,False
SLB,31/10/2025,36.06,0,False
SLB,07/11/2025,36.66,0,False
SLB,14/11/2025,36.94,0,False
SLB,21/11/2025,36.19,0,False
SLB,28/11/2025,36.24,0,False
SLB,05/12/2025,38.46,0,False
SLB,12/12/2025,39.45,0,False
SLB,19/12/2025,38.08,0,False
SLB,26/12/2025,37.79,0,False
SLB,02/01/2026,40.2,6,True
SLB,09/01/2026,45.2,6,True
SLB,16/01/2026,46.73,6,True
SLB,23/01/2026,49.15,6,True
SLB,30/01/2026,48.38,6,True
SLB,06/02/2026,50.7,6,True
SLB,13/02/2026,50.39,6,True
SLB,20/02/2026,50.85,6,True
SLB,27/02/2026,51.34,6,True
SLB,06/03/2026,46.9,6,True
SLB,13/03/2026,44.72,6,True
SLB,20/03/2026,46.63,6,True
SLB,27/03/2026,53.5,6,True
SLB,03/04/2026,49.44,6,True
SLB,10/04/2026,51.92,6,True
SLB,17/04/2026,52.66,6,True
SLB,24/04/2026,56.15,6,True
SLB,01/05/2026,56.92,6,True
SLB,08/05/2026,53.27,6,True
SLB,15/05/2026,55.38,6,True
SLB,22/05/2026,57.28,6,True
SLB,29/05/2026,54.55,6,True
SLB,05/06/2026,54.87,6,True
SLB,12/06/2026,56.18,6,True
SLB,19/06/2026,48.09,6,True
SLB,26/06/2026,47.0,6,True
SLB,03/07/2026,45.13,6,True
SLB,10/07/2026,47.76,6,True
SLB,17/07/2026,47.54,6,True
SMCI,26/07/2024,71.22,6,True
SMCI,02/08/2024,62.47,6,True
SMCI,09/08/2024,50.88,6,True
SMCI,16/08/2024,62.88,6,True
SMCI,23/08/2024,61.32,6,True
SMCI,30/08/2024,43.77,0,False
SMCI,06/09/2024,38.65,0,False
SMCI,13/09/2024,45.72,0,False
SMCI,20/09/2024,45.73,0,False
SMCI,27/09/2024,41.97,0,False
SMCI,04/10/2024,41.23,0,False
SMCI,11/10/2024,47.8,6,True
SMCI,18/10/2024,47.26,6,True
SMCI,25/10/2024,47.27,6,True
SMCI,01/11/2024,26.05,0,False
SMCI,08/11/2024,24.52,0,False
SMCI,15/11/2024,18.58,0,False
SMCI,22/11/2024,33.15,0,False
SMCI,29/11/2024,32.64,0,False
SMCI,06/12/2024,43.93,0,False
SMCI,13/12/2024,36.45,0,False
SMCI,20/12/2024,31.59,0,False
SMCI,27/12/2024,31.98,0,False
SMCI,03/01/2025,33.33,0,False
SMCI,10/01/2025,32.6,0,False
SMCI,17/01/2025,30.82,0,False
SMCI,24/01/2025,33.27,0,False
SMCI,31/01/2025,28.52,0,False
SMCI,07/02/2025,36.28,0,False
SMCI,14/02/2025,47.91,6,True
SMCI,21/02/2025,56.07,6,True
SMCI,28/02/2025,41.46,0,False
SMCI,07/03/2025,38.24,0,False
SMCI,14/03/2025,42.17,0,False
SMCI,21/03/2025,42.15,0,False
SMCI,28/03/2025,34.26,0,False
SMCI,04/04/2025,29.82,0,False
SMCI,11/04/2025,33.15,0,False
SMCI,18/04/2025,31.51,0,False
SMCI,25/04/2025,36.47,0,False
SMCI,02/05/2025,33.71,0,False
SMCI,09/05/2025,31.99,0,False
SMCI,16/05/2025,46.15,6,True
SMCI,23/05/2025,40.09,0,False
SMCI,30/05/2025,40.02,0,False
SMCI,06/06/2025,41.55,6,True
SMCI,13/06/2025,41.56,6,True
SMCI,20/06/2025,45.32,6,True
SMCI,27/06/2025,47.58,6,True
SMCI,04/07/2025,48.56,6,True
SMCI,11/07/2025,49.24,6,True
SMCI,18/07/2025,51.77,6,True
SMCI,25/07/2025,54.47,6,True
SMCI,01/08/2025,56.64,6,True
SMCI,08/08/2025,44.6,6,True
SMCI,15/08/2025,45.37,6,True
SMCI,22/08/2025,43.88,6,True
SMCI,29/08/2025,41.54,0,False
SMCI,05/09/2025,40.41,0,False
SMCI,12/09/2025,45.0,6,True
SMCI,19/09/2025,45.81,6,True
SMCI,26/09/2025,45.82,6,True
SMCI,03/10/2025,51.96,6,True
SMCI,10/10/2025,52.86,6,True
SMCI,17/10/2025,52.18,6,True
SMCI,24/10/2025,48.29,6,True
SMCI,31/10/2025,51.96,6,True
SMCI,07/11/2025,39.76,0,False
SMCI,14/11/2025,36.42,0,False
SMCI,21/11/2025,32.19,0,False
SMCI,28/11/2025,33.85,0,False
SMCI,05/12/2025,34.69,0,False
SMCI,12/12/2025,32.33,0,False
SMCI,19/12/2025,31.11,0,False
SMCI,26/12/2025,30.64,0,False
SMCI,02/01/2026,30.96,0,False
SMCI,09/01/2026,30.16,0,False
SMCI,16/01/2026,32.64,0,False
SMCI,23/01/2026,31.7,0,False
SMCI,30/01/2026,29.11,0,False
SMCI,06/02/2026,34.38,0,False
SMCI,13/02/2026,30.54,0,False
SMCI,20/02/2026,32.42,0,False
SMCI,27/02/2026,32.39,0,False
SMCI,06/03/2026,31.31,0,False
SMCI,13/03/2026,30.75,0,False
SMCI,20/03/2026,20.53,0,False
SMCI,27/03/2026,21.97,0,False
SMCI,03/04/2026,23.22,0,False
SMCI,10/04/2026,25.26,0,False
SMCI,17/04/2026,28.56,0,False
SMCI,24/04/2026,29.08,0,False
SMCI,01/05/2026,27.09,0,False
SMCI,08/05/2026,35.37,0,False
SMCI,15/05/2026,31.04,0,False
SMCI,22/05/2026,35.58,0,False
SMCI,29/05/2026,46.09,6,True
SMCI,05/06/2026,41.64,6,True
SMCI,12/06/2026,30.46,0,False
SMCI,19/06/2026,30.66,0,False
SMCI,26/06/2026,30.63,0,False
SMCI,03/07/2026,27.22,0,False
SMCI,10/07/2026,28.31,0,False
SMCI,17/07/2026,27.65,0,False
SMRT,26/07/2024,2.48,0,False
SMRT,02/08/2024,1.71,0,False
SMRT,09/08/2024,1.42,0,False
SMRT,16/08/2024,1.56,0,False
SMRT,23/08/2024,1.69,0,False
SMRT,30/08/2024,1.7,0,False
SMRT,06/09/2024,1.61,0,False
SMRT,13/09/2024,1.83,0,False
SMRT,20/09/2024,1.75,0,False
SMRT,27/09/2024,1.77,0,False
SMRT,04/10/2024,1.7,0,False
SMRT,11/10/2024,1.68,0,False
SMRT,18/10/2024,1.75,0,False
SMRT,25/10/2024,1.7,0,False
SMRT,01/11/2024,1.71,0,False
SMRT,08/11/2024,1.52,0,False
SMRT,15/11/2024,1.44,0,False
SMRT,22/11/2024,1.61,0,False
SMRT,29/11/2024,1.77,0,False
SMRT,06/12/2024,1.84,0,False
SMRT,13/12/2024,1.83,0,False
SMRT,20/12/2024,1.58,0,False
SMRT,27/12/2024,1.63,0,False
SMRT,03/01/2025,1.8,0,False
SMRT,10/01/2025,1.59,0,False
SMRT,17/01/2025,1.58,0,False
SMRT,24/01/2025,1.58,0,False
SMRT,31/01/2025,1.47,0,False
SMRT,07/02/2025,1.36,0,False
SMRT,14/02/2025,1.49,0,False
SMRT,21/02/2025,1.45,0,False
SMRT,28/02/2025,1.24,0,False
SMRT,07/03/2025,1.22,0,False
